Effective Date,Local Code,Name (English),Section/Products,33 Sector(Code),33 Sector(name),17 Sector(Code),17 Sector(name),Size Code (New Index Series),Size (New Index Series),Ticker
20260228,3622,Netyear Group Corporation,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3622.T
20260228,3623,Billing System Corporation,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3623.T
20260228,3624,AXEL MARK INC.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3624.T
20260228,3625,Techfirm Holdings Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3625.T
20260228,3627,TECMIRA HOLDINGS INC.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3627.T
20260228,3628,"DATA HORIZON CO.,LTD.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3628.T
20260228,3633,"GMO Pepabo,Inc.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,3633.T
20260228,3634,Sockets Inc.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3634.T
20260228,3639,Voltage Incorporation,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3639.T
20260228,3640,"DENSAN CO.,LTD.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3640.T
20260228,3641,"PAPYLESS CO.,LTD.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3641.T
20260228,3645,"Medical Net,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3645.T
20260228,3646,"Ekitan & Co.,Ltd.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3646.T
20260228,3647,"ASULINA Co.,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3647.T
20260228,3648,AGS Corporation,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3648.T
20260228,3652,Digital Media Professionals Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3652.T
20260228,3653,"Morpho,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3653.T
20260228,365A,"IZAWA TOWEL CO.,LTD.",Standard Market(Domestic),3100,Textiles and Apparels,4,RAW MATERIALS & CHEMICALS,-,-,365A.T
20260228,3664,MOBCAST HOLDINGS INC.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3664.T
20260228,3667,"enish,inc.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3667.T
20260228,366A,Wellness Communications Corporation,Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,366A.T
20260228,3670,"Kyoritsu Computer & Communication Co.,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3670.T
20260228,3671,"SOFTMAX CO.,LTD",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3671.T
20260228,3672,AltPlusInc.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3672.T
20260228,3674,"Aucfan Co.,Ltd.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3674.T
20260228,3675,Cross Marketing Group Inc.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3675.T
20260228,367A,"Primo Global Holdings Co.,Ltd.",Standard Market(Domestic),6100,Retail Trade,14,RETAIL TRADE,-,-,367A.T
20260228,3680,Hotto Link Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3680.T
20260228,3682,"Encourage Technologies Co.,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3682.T
20260228,3683,"CYBERLINKS CO.,LTD.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3683.T
20260228,3686,DLE Inc.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3686.T
20260228,3690,YRGLM Inc.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3690.T
20260228,3691,"DIGITAL PLUS,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3691.T
20260228,3692,"FFRI Security,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3692.T
20260228,3695,"GMO Product Platform,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3695.T
20260228,3698,"CRI Middleware Co.,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3698.T
20260228,369A,"A-tie Co.,Ltd.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,369A.T
20260228,3710,"Jorudan Co.,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3710.T
20260228,3712,"Information Planning CO.,LTD.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3712.T
20260228,3719,"AI storm Co.,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3719.T
20260228,3723,NIHON FALCOM CORPORATION,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3723.T
20260228,3726,"4Cs HD Co.,Ltd.",Standard Market(Domestic),6100,Retail Trade,14,RETAIL TRADE,-,-,3726.T
20260228,3727,Aplix Corporation,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3727.T
20260228,372A,RENT CORPORATION,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,372A.T
20260228,3733,"Software Service,Inc.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3733.T
20260228,373A,"LIPPS CO.,LTD",Growth Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,-,373A.T
20260228,3744,SIOS Corporation,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3744.T
20260228,3747,"INTERTRADE Co.,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3747.T
20260228,3750,"ADR120S,Inc.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3750.T
20260228,3753,FLIGHT SOLUTIONS Inc.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3753.T
20260228,3758,Aeria Inc.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3758.T
20260228,3760,"CAVE Interactive CO.,LTD.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3760.T
20260228,3766,"SYSTEMS DESIGN Co.,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3766.T
20260228,3768,Riskmonster.com,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3768.T
20260228,3772,"Wealth Management,Inc.",Standard Market(Domestic),8050,Real Estate,17,REAL ESTATE,-,-,3772.T
20260228,3773,"Advanced Media,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3773.T
20260228,3776,"BroadBand Tower,Inc.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3776.T
20260228,3777,Environment Friendly Holdings Corp.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3777.T
20260228,3779,"J ESCOM HOLDINGS,INC.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3779.T
20260228,3787,"Techno Mathematical Co.,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3787.T
20260228,378A,"Hit Co.,Ltd.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,378A.T
20260228,3791,"IG Port,Inc.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3791.T
20260228,3793,"Drecom Co.,Ltd.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3793.T
20260228,3796,"e-Seikatsu Co.,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3796.T
20260228,3798,"ULS Group,Inc.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3798.T
20260228,3799,Keyware Solutions Inc.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3799.T
20260228,3800,UNIRITA Inc.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3800.T
20260228,3802,"ECOMIC CO.,LTD",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3802.T
20260228,3803,Image Information Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3803.T
20260228,3804,System D Inc.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3804.T
20260228,3807,FISCO Ltd.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3807.T
20260228,3810,"CyberStep Holdings,Inc.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3810.T
20260228,3815,"Media Kobo,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3815.T
20260228,3816,"DAIWA COMPUTER CO.,LTD.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3816.T
20260228,3823,"THE WHY HOW DO COMPANY,Inc.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3823.T
20260228,3825,"Remixpoint,inc.",Standard Market(Domestic),6100,Retail Trade,14,RETAIL TRADE,-,-,3825.T
20260228,3826,System Integrator Corp.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3826.T
20260228,3839,"ODK Solutions Company,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3839.T
20260228,3840,PATH Corporation,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3840.T
20260228,3841,Jedat Inc.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3841.T
20260228,3842,"Nextgen,Inc.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3842.T
20260228,3845,I-FREEK MOBILE INC.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3845.T
20260228,3848,"Data Applications Company,Limited",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3848.T
20260228,3850,NTT DATA INTRAMART CORPORATION,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3850.T
20260228,3851,"Nippon Ichi Software,Inc.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3851.T
20260228,3856,Abalance Corporation,Standard Market(Domestic),3650,Electric Appliances,9,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,-,-,3856.T
20260228,3858,Ubiquitous AI Corporation,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3858.T
20260228,386A,"MINOYA CO.,LTD.",Standard Market(Domestic),6100,Retail Trade,14,RETAIL TRADE,-,-,386A.T
20260228,3878,TOMOEGAWA CORPORATION,Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,-,3878.T
20260228,387A,"Fuller,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,387A.T
20260228,3891,NIPPON KODOSHI CORPORATION,Standard Market(Domestic),3150,Pulp and Paper,4,RAW MATERIALS & CHEMICALS,-,-,3891.T
20260228,3892,"Okayama Paper Industries Co.,Ltd.",Standard Market(Domestic),3150,Pulp and Paper,4,RAW MATERIALS & CHEMICALS,-,-,3892.T
20260228,3895,HAVIX CORPORATION,Standard Market(Domestic),3150,Pulp and Paper,4,RAW MATERIALS & CHEMICALS,-,-,3895.T
20260228,3896,"AWA PAPER & TECHNOLOGICAL COMPANY,Inc.",Standard Market(Domestic),3150,Pulp and Paper,4,RAW MATERIALS & CHEMICALS,-,-,3896.T
20260228,3900,CrowdWorks Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3900.T
20260228,3904,KAYAC Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3904.T
20260228,3905,Datasection Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3905.T
20260228,3907,Silicon Studio Corp.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3907.T
20260228,3908,Collabos Corporation,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3908.T
20260228,3909,Showcase Inc.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3909.T
20260228,3910,MKSystem Corporation,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3910.T
20260228,3911,Aiming Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3911.T
20260228,3912,"Mobile Factory,Inc.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3912.T
20260228,3913,"GreenBee,Inc.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3913.T
20260228,3914,JIG-SAW INC.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3914.T
20260228,3917,"iRidge,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3917.T
20260228,3918,"PCI Holdings,INC.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3918.T
20260228,3920,"Internetworking and Broadband Consulting Co.,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3920.T
20260228,3927,Fuva Brain Limited,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3927.T
20260228,3928,Mynet Inc.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3928.T
20260228,3929,"SOCIALWIRE CO.,LTD.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3929.T
20260228,3930,"Hatena Co.,Ltd.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3930.T
20260228,3931,VALUE GOLF Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3931.T
20260228,3933,"CHIeru Co.,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3933.T
20260228,3934,"BENEFIT JAPAN Co.,LTD.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3934.T
20260228,3935,"Edia Co.,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3935.T
20260228,3936,"Globalway,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3936.T
20260228,3937,"Ubicom Holdings,Inc.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,3937.T
20260228,3940,"Nomura System Corporation Co,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3940.T
20260228,3943,"OHISHI SANGYO CO.,LTD.",Standard Market(Domestic),3150,Pulp and Paper,4,RAW MATERIALS & CHEMICALS,-,-,3943.T
20260228,3944,"Furubayashi Shiko Co.,Ltd.",Standard Market(Domestic),3150,Pulp and Paper,4,RAW MATERIALS & CHEMICALS,-,-,3944.T
20260228,3945,"Superbag Company,Limited",Standard Market(Domestic),3150,Pulp and Paper,4,RAW MATERIALS & CHEMICALS,-,-,3945.T
20260228,3947,"Dynapac Co.,Ltd.",Standard Market(Domestic),3150,Pulp and Paper,4,RAW MATERIALS & CHEMICALS,-,-,3947.T
20260228,3948,"HIKARI BUSINESS FORM CO.,LTD.",Standard Market(Domestic),3150,Pulp and Paper,4,RAW MATERIALS & CHEMICALS,-,-,3948.T
20260228,3951,"ASAHI PRINTING CO.,LTD.",Standard Market(Domestic),3150,Pulp and Paper,4,RAW MATERIALS & CHEMICALS,-,-,3951.T
20260228,3953,"OHMURA SHIGYO CO.,LTD.",Standard Market(Domestic),3150,Pulp and Paper,4,RAW MATERIALS & CHEMICALS,-,-,3953.T
20260228,3954,SHOWA PAXXS CORPORATION,Standard Market(Domestic),3150,Pulp and Paper,4,RAW MATERIALS & CHEMICALS,-,-,3954.T
20260228,3955,"IMURA & Co.,Ltd.",Standard Market(Domestic),3150,Pulp and Paper,4,RAW MATERIALS & CHEMICALS,-,-,3955.T
20260228,3958,"Sasatoku Printing Co.,Ltd.",Standard Market(Domestic),3150,Pulp and Paper,4,RAW MATERIALS & CHEMICALS,-,-,3958.T
20260228,3961,"Silver Egg Technology CO.,Ltd.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3961.T
20260228,3965,"Capital Asset Planning,Inc.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3965.T
20260228,3967,"Eltes Co.,Ltd.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3967.T
20260228,3969,ATLED CORP.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3969.T
20260228,3970,Innovation Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3970.T
20260228,3974,SCAT Inc.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3974.T
20260228,3976,SHANON Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3976.T
20260228,3979,"ULURU.CO.,LTD.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3979.T
20260228,3981,Beaglee Inc.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3981.T
20260228,3985,TEMONA.inc.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3985.T
20260228,3986,"bBreak Systems Company,Limited",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3986.T
20260228,3987,Ecomott Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3987.T
20260228,3988,"SYS Holdings Co.,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3988.T
20260228,3989,SHARINGTECHNOLOGY.INC,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3989.T
20260228,3991,"Wantedly,Inc",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3991.T
20260228,3996,Signpost Corporation,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3996.T
20260228,3997,"TRADE WORKS Co.,Ltd",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3997.T
20260228,3998,"SuRaLa Net Co.,Ltd.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,3998.T
20260228,4011,"Headwaters Co.,Ltd",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4011.T
20260228,4012,"AXIS CO.,LTD.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4012.T
20260228,4013,"Kinjiro Co.,Ltd.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4013.T
20260228,4014,"KARADANOTE,INC.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4014.T
20260228,4015,Paycloud Holdings Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4015.T
20260228,4016,"MIT Holdings CO.,LTD.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4016.T
20260228,4017,CREEMA LTD.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4017.T
20260228,4019,"Stmn,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4019.T
20260228,4020,BETREND CORPORATION,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4020.T
20260228,4026,"Konoshima Chemical Co.,Ltd.",Standard Market(Domestic),3400,Glass and Ceramics Products,3,CONSTRUCTION & MATERIALS,-,-,4026.T
20260228,402A,Axelspace Holdings Corporation,Growth Market(Domestic),3700,Transportation Equipment,6,AUTOMOBILES & TRANSPORTATION EQUIPMENT,-,-,402A.T
20260228,4031,Katakura & Co-op Agri Corporation,Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,-,4031.T
20260228,4040,"NANKAI CHEMICAL COMPANY,LIMITED",Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,-,4040.T
20260228,4052,Ficha Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4052.T
20260228,4054,"Japan PropTech Co.,Ltd.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4054.T
20260228,4055,T&S Group Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4055.T
20260228,4056,Neural Group Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4056.T
20260228,4057,"Interfactory,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4057.T
20260228,4058,"Toyokumo,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4058.T
20260228,4059,"Magmag,Inc.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4059.T
20260228,4060,rakumo Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4060.T
20260228,4068,Basis Corporation,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4068.T
20260228,4069,BlueMeme Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4069.T
20260228,4073,"Global Communication Planning Co.,Ltd.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4073.T
20260228,4074,"LaKeel,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4074.T
20260228,4075,"Brains Technology,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4075.T
20260228,4076,"CNS Co.,Ltd.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4076.T
20260228,407A,"UNICON Holdings Co.,Ltd.",Standard Market(Domestic),2050,Construction,3,CONSTRUCTION & MATERIALS,-,-,407A.T
20260228,4093,"Toho Acetylene Co.,Ltd.",Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,-,4093.T
20260228,4094,"NIHON KAGAKU SANGYO CO.,LTD.",Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,-,4094.T
20260228,4098,"Titan Kogyo ,Ltd.",Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,-,4098.T
20260228,4100,TODA KOGYO CORP.,Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,7,TOPIX Small 2,4100.T
20260228,4102,"Maruo Calcium Co.,Ltd.",Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,-,4102.T
20260228,4107,ISE CHEMICALS CORPORATION,Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,-,4107.T
20260228,410A,"GMO Commerce,Inc.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,410A.T
20260228,4113,"TAOKA CHEMICAL COMPANY,LIMITED",Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,-,4113.T
20260228,4119,Nippon Pigment Holdings Company Limited,Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,-,4119.T
20260228,4120,"SUGAI CHEMICAL INDUSTRY CO.,LTD.",Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,-,4120.T
20260228,4124,OSAKA YUKA INDUSTRY LTD.,Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,-,4124.T
20260228,4125,SANWAYUKA INDUSTRY CORPORATION,Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,-,4125.T
20260228,414A,"OVERLAP Holdings,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,414A.T
20260228,415A,"GMO TECH Holdings,Inc.",Growth Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,-,415A.T
20260228,4165,"PLAID,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4165.T
20260228,4166,Cacco Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4166.T
20260228,4167,Kokopelli Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4167.T
20260228,4168,"Yappli,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4168.T
20260228,4169,ENECHANGE Ltd.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4169.T
20260228,416A,"FUJI UNITED HOLDINGS COMPANY,LTD.",Standard Market(Domestic),6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE,-,-,416A.T
20260228,4170,"Kaizen Platform,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4170.T
20260228,4171,"Global Information,Inc.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4171.T
20260228,4172,"Hi-CRATES CO.,LTD.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,-,4172.T
